time,alert_status,blocker_violations,bugs,class_complexity,classes,code_smells,comment_lines,comment_lines_density,commit.id,complexity,complexity_in_classes,complexity_in_functions,confirmed_issues,coverage,critical_violations,development_cost,directories,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,effort_to_reach_maintainability_rating_a,false_positive_issues,file_complexity,file_complexity_distribution,files,function_complexity,function_complexity_distribution,functions,info_violations,last_commit_date,line_coverage,lines,lines_to_cover,major_violations,minor_violations,ncloc,ncloc_language_distribution,open_issues,quality_gate_details,quality_profiles,reliability_rating,reliability_remediation_effort,reopened_issues,security_rating,security_remediation_effort,skipped_tests,sqale_debt_ratio,sqale_index,sqale_rating,statements,test_errors,test_execution_time,test_failures,test_success_density,tests,uncovered_lines,url,violations,vulnerabilities,wont_fix_issues
2016-09-26T06:37:53Z,0,72,1729,9.6,1897,4122,25137,17.8,cf7435e3a3020bdf7ff0e75ec469f662ac5c1fe1,18121,18121,17798,0,0,1287,0,173,614,242,12022,5.9,0,0,11.5,0,1571,1.5,0,11747,210,1.47484E+12,0,204735,62010,2625,1939,115856,0,6133,0,0,5,24275,0,5,4570,,1.3,44767,1,48966,,,,,,62010,https://github.com/apache/logging-log4j2.git,6133,282,0
2015-11-06T19:12:43Z,0,83,875,12.2,1464,2938,17651,13.9,a6d6bf503b528d2180f85224c7df9a84925cd633,17831,17831,17193,0,0,911,0,262,496,163,9777,5.5,0,0,14.7,0,1216,1.9,0,8824,178,1.44679E+12,0,178534,65624,1771,927,109745,0,3870,0,0,5,7450,0,5,915,,0.9,31004,1,51273,,,,,,65624,https://github.com/apache/mahout.git,3870,57,0
2014-06-01T12:45:28Z,0,195,5079,18.3,1585,12054,47047,20.1,51658ffafa333690c0ae6efd5348aead7bbf8001,28939,28939,28929,0,0,5262,0,152,4932,425,68761,24.9,0,0,26.5,0,1090,2.8,0,10505,23,1.4008E+12,0,276119,107357,5242,6821,187496,0,17543,0,0,5,56194,0,5,6840,,3.1,174499,1,83842,,,,,,107357,https://github.com/apache/manifoldcf.git,17543,410,0
2014-01-14T10:28:59Z,0,200,1802,13.9,1265,7211,40382,30.4,b0472ae4bd49d381be74ebd7fdf2235a4590ef74,17559,17559,17154,0,0,1811,0,392,533,191,13627,6.7,0,0,15.3,0,1150,1.9,0,9099,223,1.38969E+12,0,201928,49025,3371,3471,92341,0,9076,0,0,5,19197,0,2,785,,3.3,90742,1,42132,,,,,,49025,https://github.com/apache/marmotta.git,9076,63,0
2015-07-20T18:05:06Z,0,12,448,11.1,1048,3008,20601,20.8,2226900a49396ae834b749ff22c126aed89dbf5a,11657,11657,11556,0,0,889,0,237,399,97,5893,4.6,0,0,12.3,0,951,1.6,0,7044,370,1.43741E+12,0,129115,34040,1380,854,78635,0,3505,0,0,5,4847,0,5,925,,1.2,27318,1,28583,,,,,,34040,https://github.com/apache/maven.git,3505,49,0
2007-08-29T23:25:33Z,0,2,45,18.3,21,146,903,23.3,b1bc0c9e659a67190b5346e92fd33c35aad344e0,385,385,385,0,0,56,0,7,2,1,38,0.7,0,0,18.3,0,21,2.4,0,159,10,1.18843E+12,0,5157,1428,70,57,2972,0,195,0,0,5,500,0,2,55,,1.4,1232,1,1171,,,,,,1428,https://github.com/apache/maven-archetype.git,195,4,0
2009-02-23T02:08:29Z,0,4,108,12,62,326,1927,25.4,a82b88c0c415caedbb525e6a96d692b5375d7f1f,743,743,743,0,0,106,0,9,20,6,433,3.8,0,0,12,0,62,1.4,0,513,83,1.23535E+12,0,11457,2572,147,139,5674,0,479,0,0,5,1172,0,2,520,,1.3,2235,1,2059,,,,,,2572,https://github.com/apache/maven-enforcer.git,479,45,0
2011-03-31T19:33:17Z,0,10,208,9.5,212,867,2012,10.2,d3ce314320bf35ee508e415e809e8c0b947c8178,2021,2021,1966,0,0,218,0,27,569,20,2675,9.2,0,0,10.8,0,187,1.7,0,1157,53,1.30158E+12,0,29065,8619,504,342,17715,0,1127,0,0,5,2288,0,2,640,,2.3,12420,1,7242,,,,,,8619,https://github.com/apache/maven-indexer.git,1127,52,0
2007-10-02T20:53:58Z,0,0,0,,,0,,,dd64361f2a6fd9d15288be20a31c40467cc5fb27,,,,0,,0,0,,0,0,0,,0,0,,,,,,,0,,,,,0,0,,,0,0,,1,0,0,1,0,,0,0,1,,,,,,,,https://github.com/apache/maven-plugins.git,0,0,0
2011-06-27T08:50:34Z,0,0,212,11.4,143,614,3337,17.4,9dcbcd888173e295ffcb40d80d983954d3acc555,1626,1626,1620,0,0,229,0,29,92,24,1928,7.8,0,0,11.7,0,139,1.6,0,1000,59,1.30913E+12,0,24773,8015,311,242,15814,0,841,0,0,3,2416,0,2,225,,1.4,6419,1,6453,,,,,,8015,https://github.com/apache/maven-release.git,841,15,0
2005-12-08T20:51:15Z,0,31,323,6.4,313,844,5559,24.3,04325ace7931175ee326021bbc87b46175186d58,2015,2015,2015,0,0,105,0,169,93,50,2277,7.1,0,0,6.5,0,311,1.6,0,1271,48,1.13406E+12,0,32248,7289,725,280,17360,0,1189,0,0,5,3771,0,2,240,,1.2,6094,1,5914,,,,,,7289,https://github.com/apache/maven-scm.git,1189,22,0
2009-10-29T22:53:33Z,0,36,522,12.9,406,1353,11978,24.8,f87ee696d52acac81a5668760686dd444d8dc1b6,5251,5251,5218,0,0,430,0,90,297,40,2934,4.5,0,0,13.5,0,390,1.7,0,3104,146,1.25674E+12,0,65005,17995,742,575,36350,0,1929,0,0,5,5971,0,4,870,,1.3,14613,1,15006,,,,,,17995,https://github.com/apache/maven-shared.git,1929,54,0
2010-12-22T23:25:24Z,0,11,202,7.2,389,819,5538,22.1,ed5b4c1f3d28f9ea857d2cfa8e691b8bb393418c,2807,2807,2779,0,0,199,0,103,76,39,3470,10.4,0,0,8,0,349,1.3,0,2138,31,1.29306E+12,0,33398,8410,450,334,19542,0,1025,0,0,5,2760,0,2,90,,1.2,7171,1,6392,,,,,,8410,https://github.com/apache/maven-surefire.git,1025,4,0
2014-11-11T23:30:47Z,0,18,251,12.5,206,887,4436,17.9,e47825bd224d32c47067525c8e9034551002f149,2613,2585,2561,0,0,289,0,49,93,30,1608,5,0,0,14.1,0,185,1.8,,1450,58,1.41527E+12,0,32427,9989,387,460,20414,0,1212,0,0,5,2535,0,5,1115,,1.2,7336,1,7949,,,,,,9989,https://github.com/apache/maven-wagon.git,1212,74,0
2015-03-12T09:31:53Z,0,43,382,11.9,594,2317,5022,10.1,2aacf8f23eef661e5dac710479ae853dfc27019d,7089,7089,6756,0,0,441,0,68,333,59,3660,5,0,0,11.7,0,604,1.7,0,4018,61,1.42615E+12,0,73806,25879,570,1609,44723,0,2724,0,0,5,3956,0,5,380,,1.3,16884,1,21840,,,,,,25879,https://github.com/apache/metamodel.git,2724,25,0
2016-10-23T18:48:43Z,0,29,808,11.2,770,1847,14186,23.1,c1064a07693af79aa4c5069c0046cc462a8d0f68,8647,8647,8301,0,0,433,0,122,216,62,3356,3.5,0,0,13.8,0,625,1.5,0,5430,79,1.47725E+12,0,97085,25868,1288,927,47316,0,2756,0,0,5,11208,0,5,2065,,1.1,16165,1,21416,,,,,,25868,https://github.com/apache/mina.git,2756,101,0
2014-10-21T08:22:04Z,0,25,581,9.4,550,1836,3677,11.3,94059021ce1f20dad838f9cc3670e29964e41173,5167,5167,4882,0,0,419,0,73,188,75,3342,6.9,0,0,13.1,0,394,1.7,0,2833,135,1.41388E+12,0,48488,15718,916,1017,28993,0,2512,0,0,5,6747,0,5,1315,,1.6,13512,1,13541,,,,,,15718,https://github.com/apache/mina-sshd.git,2512,95,0
2012-05-22T12:46:21Z,0,0,81,10.8,55,234,775,16.5,a4ab8c27d54c6c4708aab3d5b1c536a1679c2df8,593,593,550,0,0,24,0,10,33,20,2013,29.8,0,0,14.8,0,40,1.3,0,437,1,1.32443E+12,0,6747,2090,112,181,3933,0,318,0,0,4,972,0,2,30,,1.1,1309,1,1416,,,,,,2090,https://github.com/apache/mrunit.git,318,3,0
2005-06-28T22:11:21Z,0,11,706,16.3,784,5996,11759,14.9,c54df1c792523d5a25cd5de7436fb838aa706e2a,12772,12772,12707,0,0,480,0,139,1161,204,17552,15.9,0,0,17.4,0,736,1.9,0,6866,112,1.1134E+12,0,110372,33194,2518,3638,66969,0,6759,0,0,5,7420,0,5,795,,1.7,34316,1,27609,,,,,,33194,https://github.com/apache/myfaces.git,6759,57,0
2016-07-09T17:43:20Z,0,141,2736,12.8,2879,7938,32232,11.1,f5629062c5e2a6c55fb62255aee74c4f25d93e7b,36956,36956,34735,0,0,2993,0,546,2239,527,35700,8.9,0,0,15.4,0,2393,1.8,0,19526,110,1.46801E+12,0,402442,143485,5221,2495,257096,0,10960,0,0,5,37876,0,5,5470,,1.4,108900,1,116787,,,,,,143485,https://github.com/apache/nifi.git,10960,286,0
2016-12-01T03:54:50Z,0,14,190,15.4,179,804,739,4.4,6e7f05d4bef3637a829c17435eb9eff83aa6b810,2762,2762,2618,0,0,208,0,50,36,21,587,2.5,0,0,17.9,0,154,1.8,0,1425,4,1.48054E+12,0,23635,9684,590,234,16235,0,1050,0,0,5,2744,0,5,915,,1.3,6549,1,8180,,,,,,9684,https://github.com/apache/nifi-minifi.git,1050,56,0
2012-09-21T14:45:52Z,0,34,812,13.2,393,2264,6788,18.9,f3d1202d3932c5cb92485c799ef8d591b8abf8cb,5184,5184,5135,0,0,452,0,94,78,38,3030,6.1,0,0,16.4,0,317,2.4,0,2120,29,1.34787E+12,0,49675,17846,1438,1220,29046,0,3173,0,0,5,9286,0,2,1335,,1.9,16560,1,14080,,,,,,17846,https://github.com/apache/nutch.git,3173,97,0
2007-07-29T04:20:14Z,0,10,819,9.7,1045,4038,8573,14,833c44769a5c18dc661a5b1f7c21e4e6b146b5d3,10120,10120,9486,0,0,524,0,112,101,61,2545,2.6,0,0,11.4,0,888,1.5,0,6261,194,1.17925E+12,0,97533,28347,1711,2646,52731,0,5085,0,0,5,10248,0,5,2385,,1.3,19839,1,22972,,,,,,28347,https://github.com/apache/ode.git,5085,228,0
2012-01-16T06:23:41Z,0,13,2139,13.9,2767,8788,65226,24.1,683c42c1ff6ea1991f7f3e7f6a0f6c1606d392bf,38376,38376,38306,0,0,1406,0,111,8070,1964,186803,42.7,0,0,16.1,0,2377,1.5,0,26164,546,1.32397E+12,0,437706,111432,4182,4829,205700,0,10976,0,0,5,24979,0,2,550,,2.3,141985,1,86981,,,,,,111432,https://github.com/apache/odftoolkit.git,10976,49,0
2012-10-18T11:50:35Z,0,139,7149,25.5,2053,23464,31522,10.5,10e25f6b26220b54f440900b64b26774bc91c3fa,52433,52433,51899,0,0,10220,0,284,2435,334,30859,8.1,0,0,38.7,0,1356,3,0,17099,615,1.34954E+12,0,378771,181251,12583,8228,268521,0,31785,0,0,5,78463,0,5,15220,,3,244266,1,162855,,,,,,181251,https://github.com/apache/ofbiz.git,31785,1172,0
2017-01-23T15:09:41Z,0,19,1488,12.3,1231,5509,10991,9.3,515797afbe440e0543a886f6501e3883e36a038e,15181,15181,15022,0,0,1879,0,137,864,187,16626,9.9,0,0,14.7,0,1032,1.6,0,9401,80,1.48476E+12,0,167799,64563,1965,3106,107161,0,7049,0,0,5,18087,0,2,690,,1.6,51383,1,48799,,,,,,64563,https://github.com/apache/olingo-odata2.git,7049,52,0
2016-09-19T11:46:34Z,0,21,1843,10.4,2110,5978,13794,8.1,31401845a7d4cffc612e8a1afb881fb451ddca0e,21876,21876,21611,0,0,2421,0,247,1115,332,27197,11.2,0,0,12.4,0,1771,1.6,0,13154,40,1.47429E+12,0,242908,87137,2342,3008,156122,0,7832,0,0,5,25730,0,2,150,,1.3,58923,1,59052,,,,,,87137,https://github.com/apache/olingo-odata4.git,7832,11,0
2016-08-02T11:57:24Z,0,0,16,4.4,44,94,150,8.4,43b1dc5807d3379faeb4efef31e3c73cae81b5f3,194,194,194,0,0,5,0,12,12,7,395,12,0,0,4,0,48,1.4,0,143,6,1.47007E+12,0,3290,930,37,62,1635,0,110,0,0,3,275,0,1,0,,1.6,766,1,514,,,,,,930,https://github.com/apache/oltu.git,110,0,0
2016-01-03T21:33:40Z,0,263,5282,11,1810,8256,27889,17.8,5f42307bdd91d6b07bd168e72a345d94f150aa01,19870,19870,19126,0,0,1849,0,388,1152,190,16191,7.1,0,0,12.1,0,1644,1.8,0,10647,296,1.45131E+12,0,229218,78086,7015,4343,128722,0,13766,0,0,5,58226,0,5,3275,,1.8,71319,1,58896,,,,,,78086,https://github.com/apache/oodt.git,13766,228,0
2012-09-07T22:14:29Z,0,108,1540,12.4,784,4845,10189,11.6,ca4a2e52567d479087540a8fa2e4f4fbe88111bb,9718,9718,9212,0,0,1308,0,55,1122,274,19353,16.3,0,0,15.3,0,637,1.7,0,5514,160,1.32892E+12,0,119082,47517,2769,2221,77459,0,6566,0,0,5,18992,0,5,2165,,2,45995,1,39609,,,,,,47517,https://github.com/apache/oozie.git,6566,181,0
2008-07-17T21:26:22Z,0,75,2144,23.7,1634,8225,29145,15.8,943fb0c61966277756c27b410c48f2392f20a213,38742,38742,38366,0,0,1619,0,89,621,230,12484,4.7,0,0,29.3,0,1323,2,0,19292,21,1.21615E+12,0,263181,94551,4503,4628,155649,0,10846,0,0,5,22919,0,5,4900,,1.2,57962,1,74285,,,,,,94551,https://github.com/apache/openjpa.git,10846,477,0
2015-12-13T05:54:37Z,0,28,1333,16.1,460,4598,7365,12.4,d1d321ca5b9f3ccddedcb5428aac1eaba81d7bda,7427,7427,7156,0,0,710,0,116,243,72,4426,5.4,0,0,17.4,0,427,1.8,0,3908,102,1.37276E+12,0,82135,30283,1690,3559,52147,0,6089,0,0,5,12206,0,5,2030,,2.1,33557,1,22627,,,,,,30283,https://github.com/apache/openmeetings.git,6089,158,0
2012-02-18T03:18:58Z,0,39,629,9.7,588,2574,6716,17.2,f07c195381682227d45129f8c4048767c708f4dc,5719,5719,5649,0,0,321,0,71,120,74,2280,3.7,0,0,10.3,0,553,2.1,0,2724,143,1.30045E+12,0,61845,18332,1472,1277,32337,0,3252,0,0,5,6935,0,2,595,,1.9,18194,1,15051,,,,,,18332,https://github.com/apache/opennlp.git,3252,49,0
2015-06-01T14:39:15Z,0,7,535,5.7,1635,2980,5179,7.1,87f99014ee59ebd52ecb3f97f3f9b778f6a9e2b4,9319,9319,9174,0,0,880,0,313,97,80,2788,2.3,0,0,6.8,0,1375,1.6,0,5715,61,1.43317E+12,0,119324,24595,1000,1928,68084,0,3876,0,0,5,6750,0,5,5255,,1.1,22432,1,20121,,,,,,24595,https://github.com/apache/openwebbeans.git,3876,361,0
2013-07-29T22:32:12Z,0,0,0,8,1,2,3,6.5,7e187b3a15334b35475a666f37c68feba59506d0,8,8,8,0,0,0,0,1,0,0,0,0,0,0,8,0,1,1,0,8,0,1.36503E+12,0,62,18,2,0,43,0,2,0,0,1,0,0,1,0,,2.7,35,1,13,,,,,,18,https://github.com/apache/parquet-format.git,2,0,0
2013-07-11T01:40:35Z,0,16,1088,8.3,521,8248,30675,34.9,0c20e1bc26392576e0a731e9f206cdf804071a39,4318,4318,4074,0,0,188,0,56,2116,21,46762,50.8,0,0,16.6,0,260,1.5,0,2767,62,1.37351E+12,0,92103,40320,1363,7715,57196,0,9344,0,0,5,7939,0,2,105,,2.1,35470,1,19973,,,,,,40320,https://github.com/apache/parquet-mr.git,9344,8,0
2010-10-18T13:44:19Z,0,57,1089,16.7,624,2114,20483,24.2,16bd5b4897abdfb71ca01c5a829ef2d1468c33ab,10391,10391,10352,0,0,520,0,76,125,76,3615,2.9,0,0,17.8,0,585,1.9,0,5495,94,1.28734E+12,0,123196,32120,1338,1314,64332,0,3323,0,0,5,10141,0,5,1930,,1,18472,1,25689,,,,,,32120,https://github.com/apache/pdfbox.git,3323,120,0
2016-11-18T17:06:12Z,0,6758,9582,18.4,2035,13519,19792,7.3,3d4205123f763fdfd875211d551da42deeb78412,37382,37382,35607,0,0,3373,0,158,5007,367,51016,14.9,0,0,24.4,0,1531,1.8,0,19476,347,1.47945E+12,0,343172,157931,6831,6495,251931,0,23804,0,0,5,75643,0,5,12650,,1.9,143904,1,128646,,,,,,157931,https://github.com/apache/phoenix.git,23804,703,0
2010-10-06T20:21:57Z,0,279,5136,17.7,1405,15947,28122,14.3,039ef6f7938986a186b8b7676c6d6980d9ff25f0,24886,24886,24759,0,0,3024,0,82,7177,391,71647,27.9,0,0,25,0,995,2.3,0,10737,345,1.26266E+12,0,256835,115008,7601,10332,168787,0,21581,0,0,5,53236,0,4,6105,,3.6,180518,1,97205,,,,,,115008,https://github.com/apache/pig.git,21581,498,0
2011-08-24T15:28:21Z,0,0,0,,0,0,0,,9112bac897e355c3c266e5b3b59ade7c972e4887,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,2,,0,0,0,1.30637E+12,,145,,0,0,0,,0,0,0,1,0,0,1,0,,0,0,1,0,,,,,,,https://github.com/apache/pivot.git,0,0,0
2007-06-25T01:51:34Z,0,30,882,16.6,406,4078,12473,19.3,31fc80038bcb070ddd01368f3f635895ac155167,6752,6752,6692,0,0,580,0,36,208,62,6473,6.3,0,0,19.1,0,353,1.8,0,3773,23,1.01593E+12,0,102463,32093,1735,2686,52139,0,5054,0,0,5,10743,0,2,1165,,1.3,20615,1,17757,,,,,,32093,https://github.com/apache/poi.git,5054,94,0
2013-01-23T16:09:29Z,0,158,3455,13.2,2597,14292,18963,7.5,67ab7bcdd2a85b0b69e5da4116f5a659839d41f9,34194,34194,33061,0,0,2491,0,314,837,282,19011,5.3,0,0,16.6,0,2063,1.6,0,20552,819,1.35775E+12,0,357641,109560,5185,9451,234034,0,18104,0,0,5,40734,0,5,6285,,1.2,87008,1,87402,,,,,,109560,https://github.com/apache/qpid.git,18104,357,0
2015-12-01T16:41:19Z,0,170,3876,14.6,3280,19095,19668,5.4,fa68b7749f2198062083baa13ca81d0e107f303d,51246,47944,48144,0,0,3596,0,432,1876,531,36005,7.2,0,0,18.3,0,2805,1.7,,29068,482,1.44899E+12,0,501216,153208,6969,12133,343816,0,23350,0,0,5,44742,0,5,7240,,1.3,130969,1,130660,,,,,,153208,https://github.com/apache/qpid-java.git,23350,379,0
2017-01-16T17:54:00Z,0,31,2185,16.4,785,3078,8072,8.2,ec2344debe874984e49a1d37734f06e46d369d33,12885,12885,11999,0,0,806,0,68,938,146,13269,9.6,0,0,20.7,0,623,1.4,0,8401,68,1.48458E+12,0,138332,55771,3078,1429,90494,0,5412,0,0,5,28481,0,5,3410,,1.2,33343,1,46265,,,,,,55771,https://github.com/apache/qpid-jms.git,5412,149,0
2015-08-05T16:07:09Z,0,9,424,10.6,704,2581,2138,4.9,dd240d0f9f2d55d5c0ce7a21eac55e2012b3a17d,7458,7458,7299,0,0,396,0,60,71,38,1395,2.2,0,0,15.7,0,475,1.5,0,4972,154,1.43877E+12,0,63425,18315,869,1606,41237,0,3034,0,0,5,5163,0,2,500,,1.1,13153,1,14631,,,,,,18315,https://github.com/apache/qpid-proton.git,3034,29,0
2012-06-29T22:51:23Z,0,33,295,10.1,522,2234,2624,6.5,200696fd0fc38b96b649005164707149797e928a,5287,5287,5243,0,0,179,0,116,186,59,2791,4.7,0,0,10.8,0,491,1.2,0,4313,25,1.3409E+12,0,59867,19184,631,1698,37485,0,2566,0,0,5,4625,0,5,1090,,1,11055,1,16290,,,,,,19184,https://github.com/apache/rave.git,2566,37,0
2015-05-21T01:35:48Z,0,21,1171,4,2088,2940,8225,11.5,cff7ef388f5fa1ecc5842f9053025f2d189bee2c,8364,8364,8077,0,0,502,0,243,160,68,3180,2.6,0,0,5.9,0,1429,1.4,0,5713,146,1.43044E+12,0,120035,29956,1988,1510,63406,0,4167,0,0,5,15609,0,2,765,,1.1,21384,1,21597,,,,,,29956,https://github.com/apache/reef.git,4167,56,0
2014-06-22T03:10:57Z,0,81,1824,15.9,689,3128,12706,16.9,93d867f9d1d0b1851ce1b5ac2b2d1668c2711de8,10938,10938,10891,0,0,697,0,85,409,160,9923,8.7,0,0,17.2,0,636,1.7,0,6303,252,1.39511E+12,0,113774,37750,2612,1436,62563,0,5078,0,0,5,22000,0,5,1825,,1.5,27258,1,30542,,,,,,37750,https://github.com/apache/roller.git,5078,126,0
2016-10-06T18:41:24Z,0,7,233,6.7,376,586,3390,16.7,7e929a5daff80236e90aa2bd91b27cc48770d333,2506,2506,2416,0,0,172,0,91,71,14,1210,3.7,0,0,8,0,320,1.4,0,1667,19,1.47516E+12,0,32601,9168,346,339,16910,0,883,0,0,5,3337,0,2,825,,0.9,4502,1,7417,,,,,,9168,https://github.com/apache/samza.git,883,64,0
2009-07-06T17:30:32Z,0,8,581,13,342,4398,4333,13.1,267990d158d48fa9f3f6bc7624ad172908fea77b,4442,4442,4336,0,0,281,0,48,81,33,1634,3.7,0,0,16.6,0,268,2.4,0,1809,50,1.2323E+12,0,44260,16530,1636,3069,28831,0,5044,0,0,5,4575,0,2,900,,2.9,24880,1,11540,,,,,,16530,https://github.com/apache/sanselan.git,5044,65,0
2014-03-31T21:28:05Z,0,72,325,8.5,149,683,1289,10,59b897e401d6a6b5c4fde91acccc9be0fc2da0d4,1268,1268,1262,0,0,312,0,28,180,30,2069,11.8,0,0,9.3,0,137,1.7,0,733,12,1.39606E+12,0,17608,7406,339,290,11611,0,1025,0,0,5,4607,0,5,320,,2.1,7353,1,5444,,,,,,7406,https://github.com/apache/sentry.git,1025,17,0
2015-11-24T22:25:50Z,0,0,49,4,113,242,320,8.9,6e8819d82196f4631dabd342899badc40d9c0af6,449,449,443,0,0,21,0,55,48,43,1725,23,0,0,3.7,0,121,1.2,0,379,5,1.44622E+12,0,7498,1471,200,74,3256,0,300,0,0,3,670,0,2,90,,2.3,2291,1,1091,,,,,,1471,https://github.com/apache/servicemix.git,300,9,0
2013-01-21T02:58:23Z,0,0,0,,,0,,,a317c6f41aebd36e059f847fc8660d55e919b46f,,,,0,,0,0,,0,0,0,,0,0,,,,,,,0,,,,,0,0,,,0,0,,1,0,0,1,0,,0,0,1,,,,,,,,https://github.com/apache/servicemix4-bundles.git,0,0,0
2010-10-28T23:08:26Z,0,12,213,9.7,487,1084,12990,35.2,5e6d5049fffb407ec9169151a08861391f9a26cc,4746,4746,4634,0,0,218,0,103,29,15,762,1.3,0,0,9.3,0,513,1.5,0,3092,92,1.28815E+12,0,59001,12610,585,398,23903,0,1305,0,0,5,2959,0,5,190,,0.9,6593,1,10261,,,,,,12610,https://github.com/apache/shiro.git,1305,8,0
2012-07-18T06:04:34Z,0,6,47,17.8,14,100,338,19.4,22c6a26c4cea748c8a522a1a4085aa741f820fb7,249,249,248,0,0,30,0,5,2,1,35,1.4,0,0,17.8,0,14,3.1,0,79,20,1.28929E+12,0,2416,949,58,53,1407,0,167,0,0,5,475,0,2,200,,2.9,1241,1,760,,,,,,949,https://github.com/apache/sis.git,167,20,0
2017-04-05T12:53:14Z,0,1,47,8.9,66,283,461,10.3,18383729d2c59bf6b053868e9c839cdaf997dba7,586,586,570,0,0,79,0,20,2,2,20,0.3,0,0,8.9,0,66,1.8,0,314,0,1.49139E+12,0,6677,1982,61,191,4002,0,332,0,0,4,870,0,2,20,,1.4,1726,1,1693,,,,,,1982,https://github.com/apache/sling.git,332,2,0
2012-03-28T00:04:41Z,0,70,646,10.8,506,1698,6852,16.1,bb486c8442ffae435910e36752b7f969995a656c,5477,5477,5432,0,0,439,0,45,192,69,3193,5.2,0,0,12.9,0,426,1.8,0,3005,227,1.32839E+12,0,61816,21065,984,682,35727,0,2402,0,0,5,7678,0,5,955,,1.4,14699,1,15879,,,,,,21065,https://github.com/apache/sqoop.git,2402,58,0
2013-01-14T10:10:30Z,0,0,0,,,0,,,a592c10a71c6bf7fccaef947bc9fd703f91b4caf,,,,0,,0,0,,0,0,0,,0,0,,,,,,,0,,,,,0,0,,,0,0,,1,0,0,1,0,,0,0,1,,,,,,,,https://github.com/apache/stanbol.git,0,0,0
2014-11-13T04:58:05Z,0,9,1322,12.3,1008,5653,3842,6.3,64f06c70b55bff830b62c5f7c4dfed89ea03692e,12436,12436,12095,0,0,596,0,95,1103,89,18681,21.9,0,0,19.4,0,641,1.8,0,6638,42,1.41517E+12,0,85277,30576,2200,4384,56835,0,7231,0,0,5,20330,0,5,3120,,2,34030,1,25132,,,,,,30576,https://github.com/apache/storm.git,7231,256,0
2015-12-07T08:21:19Z,0,63,1710,13.9,1494,5770,12496,9.5,b874f825907d46745049e28497a8583efbabd33c,20772,20772,19993,0,0,1764,0,357,1091,374,16478,8.7,0,0,14.5,0,1428,2,0,10151,129,1.44939E+12,0,189457,67271,3461,2205,118385,0,7622,0,0,5,21751,0,5,2970,,1.7,59618,1,52557,,,,,,67271,https://github.com/apache/stratos.git,7622,142,0
2012-08-03T11:15:11Z,0,44,2334,12.2,2291,7952,33908,18.6,676a011b4f4d211e167465f3ffb03894c8f60334,27849,27849,27268,0,0,2460,0,281,1356,314,19516,7.2,0,0,14.4,0,1932,1.8,0,15261,155,1.3368E+12,0,271874,88615,3868,4058,148362,0,10585,0,0,5,25144,0,5,3560,,1.7,75821,1,73751,,,,,,88615,https://github.com/apache/struts.git,10585,299,0
2008-01-28T20:45:31Z,0,14,490,13.6,460,1665,5965,15.2,68d091c962fbe2e61fcd813d3951b05e24b72507,6268,6268,6188,0,0,516,0,78,150,91,3558,6.1,0,0,14.1,0,444,2.2,0,2752,38,1.19453E+12,0,58173,20214,952,674,33319,0,2194,0,0,5,5872,0,2,660,,1.6,15593,1,15284,,,,,,20214,https://github.com/apache/synapse.git,2194,39,0
2013-09-27T06:22:19Z,0,32,351,11.3,828,2588,3498,5.2,aa3ee89288a0addadddbf07664a07895423c6c20,10549,9325,9683,0,0,994,0,75,168,78,2892,2.8,0,0,14.1,0,751,1.9,,5104,24,1.37968E+12,0,101724,31148,1024,886,64180,0,2960,0,0,4,4207,0,5,445,,0.9,17082,1,26890,,,,,,31148,https://github.com/apache/syncope.git,2960,21,0
2015-06-24T04:14:35Z,0,210,2777,18.2,1892,7460,19799,9.8,86799fb9c804a8af23112ae229811e0333918d20,34350,34350,34004,0,0,2084,0,192,10856,224,21310,7.8,0,0,24.6,0,1399,2.3,0,14998,224,1.43282E+12,0,272111,111038,4314,3734,183174,0,10566,0,0,5,36506,0,5,5940,,3.1,171292,1,90891,,,,,,111038,https://github.com/apache/tajo.git,10566,329,0
2015-12-15T15:52:33Z,0,40,1422,7.5,3232,6761,54759,26,2672e9847ad56d2b3f83c28319b532b92d6af5c9,24230,24230,22710,0,0,1255,0,337,284,121,6335,2.2,0,0,7.9,0,3074,1.6,0,14326,221,1.44983E+12,0,293780,68711,5009,1860,156114,0,8385,0,0,5,16754,0,5,2600,,1.1,49677,1,55693,,,,,,68711,https://github.com/apache/tapestry5.git,8385,202,0
2015-08-26T22:52:14Z,0,45,1789,11.5,1567,6195,15456,9.3,e52effbc0a83c5fa41eace8e770a4a59f70f2516,19622,18021,19197,0,0,1356,0,199,1211,173,16165,7.5,0,0,19.7,0,997,1.8,,10627,451,1.44063E+12,0,215796,87996,3012,3334,151560,0,8198,0,0,5,24814,0,2,3205,,1.3,57378,1,65687,,,,,,87996,https://github.com/apache/tez.git,8198,214,0
2010-05-12T03:56:06Z,0,4,269,8.4,266,785,4268,22.2,9567efeb7087151074abcd2b6fbf6a72a8d2feee,2244,2244,2182,0,0,196,0,58,30,13,527,1.9,0,0,11.3,0,199,1.9,0,1133,83,1.26397E+12,0,27299,9343,393,390,14995,0,1066,0,0,5,2706,0,5,215,,1.3,6014,1,6902,,,,,,9343,https://github.com/apache/tika.git,1066,12,0
